DatasetName,MonitoringLocationID,MonitoringLocationName,MonitoringLocationLatitude,MonitoringLocationLongitude,MonitoringLocationHorizontalCoordinateReferenceSystem,MonitoringLocationHorizontalAccuracyMeasure,MonitoringLocationHorizontalAccuracyUnit,MonitoringLocationVerticalMeasure,MonitoringLocationVerticalUnit,MonitoringLocationType,ActivityType,ActivityMediaName,ActivityStartDate,ActivityStartTime,ActivityEndDate,ActivityEndTime,ActivityDepthHeightMeasure,ActivityDepthHeightUnit,SampleCollectionEquipmentName,CharacteristicName,MethodSpeciation,ResultSampleFraction,ResultValue,ResultUnit,ResultValueType,ResultDetectionCondition,ResultDetectionQuantitationLimitMeasure,ResultDetectionQuantitationLimitUnit,ResultDetectionQuantitationLimitType,ResultStatusID,ResultComment,ResultAnalyticalMethodID,ResultAnalyticalMethodContext,ResultAnalyticalMethodName,AnalysisStartDate,AnalysisStartTime,AnalysisStartTimeZone,LaboratoryName,LaboratorySampleID
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Browns Flat,Browns Flat,45.468188,-66.123504,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2020-09-27,00:00:00,,,,,Water Bottle,"Alkalinity, total",as CaCO3,Dissolved,61,mg/L,Actual,,,,,,,310.2,USEPA,Methyl Orange Colourimetry,,,,RPC Fredericton,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Browns Flat,Browns Flat,45.468188,-66.123504,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2020-09-27,00:00:00,,,,,Water Bottle,Aluminum,,Acid Soluble,,,Actual,Below Detection/Quantification Limit,0.02,mg/l,Lower Reporting Limit,,,200.8/200.7,USEPA,ICP-MS/ICP-ES,,,,RPC Fredericton,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Browns Flat,Browns Flat,45.468188,-66.123504,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2020-09-27,00:00:00,,,,,Water Bottle,Aluminum,,Acid Soluble,,,Actual,Below Detection/Quantification Limit,0.02,mg/L,Lower Reporting Limit,,,200.8/200.7,USEPA,ICP-MS/ICP-ES,,,,RPC Fredericton,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Browns Flat,Browns Flat,45.468188,-66.123504,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2020-09-27,00:00:00,,,,,Water Bottle,Ammonia,as N,Unfiltered,,,Actual,Below Detection/Quantification Limit,0.05,mg/L,Lower Reporting Limit,,,4500-NH3 G,APHA,"""Phenate"" Colourimetry",,,,RPC Fredericton,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Browns Flat,Browns Flat,45.468188,-66.123504,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2020-09-27,00:00:00,,,,,Water Bottle,Ammonia,as N,Unfiltered,,,Actual,Below Detection/Quantification Limit,0.05,mg/l,Lower Reporting Limit,,,4500-NH3 G,APHA,"""Phenate"" Colourimetry",,,,RPC Fredericton,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Browns Flat,Browns Flat,45.468188,-66.123504,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2020-09-27,00:00:00,,,,,Water Bottle,Ammonia,as N,Unfiltered,,,Calculated,Below Detection/Quantification Limit,0.001,mg/L,Lower Reporting Limit,,,,,Calculated,,,,RPC Fredericton,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Browns Flat,Browns Flat,45.468188,-66.123504,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2020-09-27,00:00:00,,,,,Water Bottle,Ammonia,as N,Unfiltered,,,Calculated,Below Detection/Quantification Limit,0.001,mg/l,Lower Reporting Limit,,,,,Calculated,,,,RPC Fredericton,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Browns Flat,Browns Flat,45.468188,-66.123504,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2020-09-27,00:00:00,,,,,Water Bottle,Antimony,,Acid Soluble,,,Actual,Below Detection/Quantification Limit,0.002,mg/l,Lower Reporting Limit,,,200.8/200.7,USEPA,ICP-MS/ICP-ES,,,,RPC Fredericton,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Browns Flat,Browns Flat,45.468188,-66.123504,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2020-09-27,00:00:00,,,,,Water Bottle,Antimony,,Acid Soluble,,,Actual,Below Detection/Quantification Limit,0.002,mg/L,Lower Reporting Limit,,,200.8/200.7,USEPA,ICP-MS/ICP-ES,,,,RPC Fredericton,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Browns Flat,Browns Flat,45.468188,-66.123504,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2020-09-27,00:00:00,,,,,Water Bottle,Arsenic,,Acid Soluble,,,Actual,Below Detection/Quantification Limit,0.02,mg/l,Lower Reporting Limit,,,200.8/200.7,USEPA,ICP-MS/ICP-ES,,,,RPC Fredericton,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Browns Flat,Browns Flat,45.468188,-66.123504,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2020-09-27,00:00:00,,,,,Water Bottle,Arsenic,,Acid Soluble,,,Actual,Below Detection/Quantification Limit,0.02,mg/L,Lower Reporting Limit,,,200.8/200.7,USEPA,ICP-MS/ICP-ES,,,,RPC Fredericton,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Browns Flat,Browns Flat,45.468188,-66.123504,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2020-09-27,00:00:00,,,,,Water Bottle,Barium,,Acid Soluble,0.03,mg/L,Actual,,,,,,,200.8/200.7,USEPA,ICP-MS/ICP-ES,,,,RPC Fredericton,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Browns Flat,Browns Flat,45.468188,-66.123504,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2020-09-27,00:00:00,,,,,Water Bottle,Beryllium,,Acid Soluble,,,Actual,Below Detection/Quantification Limit,0.002,mg/l,Lower Reporting Limit,,,200.8/200.7,USEPA,ICP-MS/ICP-ES,,,,RPC Fredericton,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Browns Flat,Browns Flat,45.468188,-66.123504,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2020-09-27,00:00:00,,,,,Water Bottle,Beryllium,,Acid Soluble,,,Actual,Below Detection/Quantification Limit,0.002,mg/L,Lower Reporting Limit,,,200.8/200.7,USEPA,ICP-MS/ICP-ES,,,,RPC Fredericton,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Browns Flat,Browns Flat,45.468188,-66.123504,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2020-09-27,00:00:00,,,,,Water Bottle,Bicarbonate,as CaCO3,Unspecified,60.7,mg/L,Calculated,,,,,,,,,Calculated,,,,RPC Fredericton,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Browns Flat,Browns Flat,45.468188,-66.123504,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2020-09-27,00:00:00,,,,,Water Bottle,Bismuth,,Acid Soluble,,,Actual,Below Detection/Quantification Limit,0.02,mg/L,Lower Reporting Limit,,,200.8/200.7,USEPA,ICP-MS/ICP-ES,,,,RPC Fredericton,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Browns Flat,Browns Flat,45.468188,-66.123504,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2020-09-27,00:00:00,,,,,Water Bottle,Bismuth,,Acid Soluble,,,Actual,Below Detection/Quantification Limit,0.02,mg/l,Lower Reporting Limit,,,200.8/200.7,USEPA,ICP-MS/ICP-ES,,,,RPC Fredericton,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Browns Flat,Browns Flat,45.468188,-66.123504,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2020-09-27,00:00:00,,,,,Water Bottle,Boron,,Acid Soluble,1.54,mg/L,Actual,,,,,,,200.8/200.7,USEPA,ICP-MS/ICP-ES,,,,RPC Fredericton,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Browns Flat,Browns Flat,45.468188,-66.123504,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2020-09-27,00:00:00,,,,,Water Bottle,Bromine,,Acid Soluble,21.2,mg/L,Actual,,,,,,,200.8/200.7,USEPA,ICP-MS/ICP-ES,,,,RPC Fredericton,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Browns Flat,Browns Flat,45.468188,-66.123504,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2020-09-27,00:00:00,,,,,Water Bottle,Cadmium,,Acid Soluble,,,Actual,Below Detection/Quantification Limit,0.0002,mg/L,Lower Reporting Limit,,,200.8/200.7,USEPA,ICP-MS/ICP-ES,,,,RPC Fredericton,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Browns Flat,Browns Flat,45.468188,-66.123504,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2020-09-27,00:00:00,,,,,Water Bottle,Cadmium,,Acid Soluble,,,Actual,Below Detection/Quantification Limit,0.0002,mg/l,Lower Reporting Limit,,,200.8/200.7,USEPA,ICP-MS/ICP-ES,,,,RPC Fredericton,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Browns Flat,Browns Flat,45.468188,-66.123504,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2020-09-27,00:00:00,,,,,Water Bottle,Calcium,,Acid Soluble,154,mg/L,Actual,,,,,,,200.8/200.7,USEPA,ICP-MS/ICP-ES,,,,RPC Fredericton,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Browns Flat,Browns Flat,45.468188,-66.123504,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2020-09-27,00:00:00,,,,,Water Bottle,Carbonate,as CaCO3,Unfiltered,0.286,mg/L,Calculated,,,,,,,,,Calculated,,,,RPC Fredericton,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Browns Flat,Browns Flat,45.468188,-66.123504,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2020-09-27,00:00:00,,,,,Water Bottle,Chloride,,Dissolved,6750,mg/L,Actual,,,,,,,4500-CL E,APHA,Ferricyanide Colourimetry,,,,RPC Fredericton,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Browns Flat,Browns Flat,45.468188,-66.123504,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2020-09-27,00:00:00,,,,,Water Bottle,Chromium,,Acid Soluble,,,Actual,Below Detection/Quantification Limit,0.02,mg/l,Lower Reporting Limit,,,200.8/200.7,USEPA,ICP-MS/ICP-ES,,,,RPC Fredericton,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Browns Flat,Browns Flat,45.468188,-66.123504,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2020-09-27,00:00:00,,,,,Water Bottle,Chromium,,Acid Soluble,,,Actual,Below Detection/Quantification Limit,0.02,mg/L,Lower Reporting Limit,,,200.8/200.7,USEPA,ICP-MS/ICP-ES,,,,RPC Fredericton,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Browns Flat,Browns Flat,45.468188,-66.123504,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2020-09-27,00:00:00,,,,,Water Bottle,Cobalt,,Acid Soluble,,,Actual,Below Detection/Quantification Limit,0.002,mg/l,Lower Reporting Limit,,,200.8/200.7,USEPA,ICP-MS/ICP-ES,,,,RPC Fredericton,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Browns Flat,Browns Flat,45.468188,-66.123504,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2020-09-27,00:00:00,,,,,Water Bottle,Cobalt,,Acid Soluble,,,Actual,Below Detection/Quantification Limit,0.002,mg/L,Lower Reporting Limit,,,200.8/200.7,USEPA,ICP-MS/ICP-ES,,,,RPC Fredericton,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Browns Flat,Browns Flat,45.468188,-66.123504,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2020-09-27,00:00:00,,,,,Water Bottle,Conductivity,,Unspecified,21500,uS/cm,Actual,,,,,,,2510 B,APHA,"Conductivity Meter, Pt Electrode",,,,RPC Fredericton,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Browns Flat,Browns Flat,45.468188,-66.123504,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2020-09-27,00:00:00,,,,,Water Bottle,Copper,,Acid Soluble,,,Actual,Below Detection/Quantification Limit,0.02,mg/L,Lower Reporting Limit,,,200.8/200.7,USEPA,ICP-MS/ICP-ES,,,,RPC Fredericton,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Browns Flat,Browns Flat,45.468188,-66.123504,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2020-09-27,00:00:00,,,,,Water Bottle,Copper,,Acid Soluble,,,Actual,Below Detection/Quantification Limit,0.02,mg/l,Lower Reporting Limit,,,200.8/200.7,USEPA,ICP-MS/ICP-ES,,,,RPC Fredericton,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Browns Flat,Browns Flat,45.468188,-66.123504,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2020-09-27,00:00:00,,,,,Water Bottle,Fluoride,,Dissolved,0.87,mg/L,Actual,,,,,,,4500-F- D,APHA,SPADNS Colourimetry,,,,RPC Fredericton,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Browns Flat,Browns Flat,45.468188,-66.123504,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2020-09-27,00:00:00,,,,,Water Bottle,Inorganic nitrogen (nitrate and nitrite),as N,Unfiltered,,,Actual,Below Detection/Quantification Limit,0.05,mg/l,Lower Reporting Limit,,,4500-NO3 H,APHA,"Hydrazine Red., Derivitization, Colourimetry",,,,RPC Fredericton,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Browns Flat,Browns Flat,45.468188,-66.123504,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2020-09-27,00:00:00,,,,,Water Bottle,Inorganic nitrogen (nitrate and nitrite),as N,Unfiltered,,,Actual,Below Detection/Quantification Limit,0.05,mg/L,Lower Reporting Limit,,,4500-NO3 H,APHA,"Hydrazine Red., Derivitization, Colourimetry",,,,RPC Fredericton,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Browns Flat,Browns Flat,45.468188,-66.123504,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2020-09-27,00:00:00,,,,,Water Bottle,Iron,,Acid Soluble,,,Actual,Below Detection/Quantification Limit,0.4,mg/L,Lower Reporting Limit,,,200.8/200.7,USEPA,ICP-MS/ICP-ES,,,,RPC Fredericton,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Browns Flat,Browns Flat,45.468188,-66.123504,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2020-09-27,00:00:00,,,,,Water Bottle,Iron,,Acid Soluble,,,Actual,Below Detection/Quantification Limit,0.4,mg/l,Lower Reporting Limit,,,200.8/200.7,USEPA,ICP-MS/ICP-ES,,,,RPC Fredericton,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Browns Flat,Browns Flat,45.468188,-66.123504,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2020-09-27,00:00:00,,,,,Water Bottle,Kjeldahl nitrogen,as N,Unfiltered,,,Actual,Below Detection/Quantification Limit,0.2,mg/L,Lower Reporting Limit,,,4500-NORG,APHA,"Digestion, phenate colorimetry",,,,RPC Fredericton,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Browns Flat,Browns Flat,45.468188,-66.123504,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2020-09-27,00:00:00,,,,,Water Bottle,Kjeldahl nitrogen,as N,Unfiltered,,,Actual,Below Detection/Quantification Limit,0.2,mg/l,Lower Reporting Limit,,,4500-NORG,APHA,"Digestion, phenate colorimetry",,,,RPC Fredericton,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Browns Flat,Browns Flat,45.468188,-66.123504,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2020-09-27,00:00:00,,,,,Water Bottle,Lead,,Acid Soluble,,,Actual,Below Detection/Quantification Limit,0.002,mg/L,Lower Reporting Limit,,,200.8/200.7,USEPA,ICP-MS/ICP-ES,,,,RPC Fredericton,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Browns Flat,Browns Flat,45.468188,-66.123504,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2020-09-27,00:00:00,,,,,Water Bottle,Lead,,Acid Soluble,,,Actual,Below Detection/Quantification Limit,0.002,mg/l,Lower Reporting Limit,,,200.8/200.7,USEPA,ICP-MS/ICP-ES,,,,RPC Fredericton,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Browns Flat,Browns Flat,45.468188,-66.123504,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2020-09-27,00:00:00,,,,,Water Bottle,Lithium,,Acid Soluble,0.056,mg/L,Actual,,,,,,,200.8/200.7,USEPA,ICP-MS/ICP-ES,,,,RPC Fredericton,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Browns Flat,Browns Flat,45.468188,-66.123504,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2020-09-27,00:00:00,,,,,Water Bottle,Magnesium,,Acid Soluble,414,mg/L,Actual,,,,,,,200.8/200.7,USEPA,ICP-MS/ICP-ES,,,,RPC Fredericton,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Browns Flat,Browns Flat,45.468188,-66.123504,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2020-09-27,00:00:00,,,,,Water Bottle,Manganese,,Acid Soluble,0.05,mg/L,Actual,,,,,,,200.8/200.7,USEPA,ICP-MS/ICP-ES,,,,RPC Fredericton,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Browns Flat,Browns Flat,45.468188,-66.123504,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2020-09-27,00:00:00,,,,,Water Bottle,Molybdenum,,Acid Soluble,0.004,mg/L,Actual,,,,,,,200.8/200.7,USEPA,ICP-MS/ICP-ES,,,,RPC Fredericton,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Browns Flat,Browns Flat,45.468188,-66.123504,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2020-09-27,00:00:00,,,,,Water Bottle,Nickel,,Acid Soluble,,,Actual,Below Detection/Quantification Limit,0.02,mg/l,Lower Reporting Limit,,,200.8/200.7,USEPA,ICP-MS/ICP-ES,,,,RPC Fredericton,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Browns Flat,Browns Flat,45.468188,-66.123504,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2020-09-27,00:00:00,,,,,Water Bottle,Nickel,,Acid Soluble,,,Actual,Below Detection/Quantification Limit,0.02,mg/L,Lower Reporting Limit,,,200.8/200.7,USEPA,ICP-MS/ICP-ES,,,,RPC Fredericton,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Browns Flat,Browns Flat,45.468188,-66.123504,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2020-09-27,00:00:00,,,,,Water Bottle,Nitrate,as N,Unfiltered,,,Calculated,Below Detection/Quantification Limit,0.05,mg/l,Lower Reporting Limit,,,,,Calculated,,,,RPC Fredericton,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Browns Flat,Browns Flat,45.468188,-66.123504,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2020-09-27,00:00:00,,,,,Water Bottle,Nitrate,as N,Unfiltered,,,Calculated,Below Detection/Quantification Limit,0.05,mg/L,Lower Reporting Limit,,,,,Calculated,,,,RPC Fredericton,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Browns Flat,Browns Flat,45.468188,-66.123504,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2020-09-27,00:00:00,,,,,Water Bottle,Nitrite,as N,Unfiltered,,,Actual,Below Detection/Quantification Limit,0.05,mg/L,Lower Reporting Limit,,,4500-NO2- B,APHA,Ferrous ammonium sulfate Colourimetry,,,,RPC Fredericton,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Browns Flat,Browns Flat,45.468188,-66.123504,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2020-09-27,00:00:00,,,,,Water Bottle,Nitrite,as N,Unfiltered,,,Actual,Below Detection/Quantification Limit,0.05,mg/l,Lower Reporting Limit,,,4500-NO2- B,APHA,Ferrous ammonium sulfate Colourimetry,,,,RPC Fredericton,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Browns Flat,Browns Flat,45.468188,-66.123504,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2020-09-27,00:00:00,,,,,Water Bottle,Organic carbon,,Total,4.4,mg/L,Actual,,,,,,,5310 C,APHA,"UV-Persulfate Digestion, NDIR Detection",,,,RPC Fredericton,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Browns Flat,Browns Flat,45.468188,-66.123504,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2020-09-27,00:00:00,,,,,Water Bottle,pH,,Unspecified,7.7,None,Actual,,,,,,,4500-H+ B,APHA,pH Electrode - Electrometric,,,,RPC Fredericton,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Browns Flat,Browns Flat,45.468188,-66.123504,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2020-09-27,00:00:00,,,,,Water Bottle,Potassium,,Acid Soluble,125,mg/L,Actual,,,,,,,200.8/200.7,USEPA,ICP-MS/ICP-ES,,,,RPC Fredericton,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Browns Flat,Browns Flat,45.468188,-66.123504,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2020-09-27,00:00:00,,,,,Water Bottle,Rubidium,,Acid Soluble,0.038,mg/L,Actual,,,,,,,200.8/200.7,USEPA,ICP-MS/ICP-ES,,,,RPC Fredericton,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Browns Flat,Browns Flat,45.468188,-66.123504,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2020-09-27,00:00:00,,,,,Water Bottle,Selenium,,Acid Soluble,,,Actual,Below Detection/Quantification Limit,0.02,mg/L,Lower Reporting Limit,,,200.8/200.7,USEPA,ICP-MS/ICP-ES,,,,RPC Fredericton,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Browns Flat,Browns Flat,45.468188,-66.123504,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2020-09-27,00:00:00,,,,,Water Bottle,Selenium,,Acid Soluble,,,Actual,Below Detection/Quantification Limit,0.02,mg/l,Lower Reporting Limit,,,200.8/200.7,USEPA,ICP-MS/ICP-ES,,,,RPC Fredericton,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Browns Flat,Browns Flat,45.468188,-66.123504,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2020-09-27,00:00:00,,,,,Water Bottle,Silver,,Acid Soluble,,,Actual,Below Detection/Quantification Limit,0.002,mg/L,Lower Reporting Limit,,,200.8/200.7,USEPA,ICP-MS/ICP-ES,,,,RPC Fredericton,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Browns Flat,Browns Flat,45.468188,-66.123504,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2020-09-27,00:00:00,,,,,Water Bottle,Silver,,Acid Soluble,,,Actual,Below Detection/Quantification Limit,0.002,mg/l,Lower Reporting Limit,,,200.8/200.7,USEPA,ICP-MS/ICP-ES,,,,RPC Fredericton,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Browns Flat,Browns Flat,45.468188,-66.123504,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2020-09-27,00:00:00,,,,,Water Bottle,Sodium,,Acid Soluble,3430,mg/L,Actual,,,,,,,200.8/200.7,USEPA,ICP-MS/ICP-ES,,,,RPC Fredericton,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Browns Flat,Browns Flat,45.468188,-66.123504,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2020-09-27,00:00:00,,,,,Water Bottle,Strontium,,Acid Soluble,2.65,mg/L,Actual,,,,,,,200.8/200.7,USEPA,ICP-MS/ICP-ES,,,,RPC Fredericton,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Browns Flat,Browns Flat,45.468188,-66.123504,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2020-09-27,00:00:00,,,,,Water Bottle,Sulfate,as SO4,Dissolved,840,mg/L,Actual,,,,,,,4500-SO4 E,APHA,Turbidimetry,,,,RPC Fredericton,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Browns Flat,Browns Flat,45.468188,-66.123504,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2020-09-27,00:00:00,,,,,Water Bottle,Tellurium,,Acid Soluble,,,Actual,Below Detection/Quantification Limit,0.002,mg/L,Lower Reporting Limit,,,200.8/200.7,USEPA,ICP-MS/ICP-ES,,,,RPC Fredericton,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Browns Flat,Browns Flat,45.468188,-66.123504,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2020-09-27,00:00:00,,,,,Water Bottle,Tellurium,,Acid Soluble,,,Actual,Below Detection/Quantification Limit,0.002,mg/l,Lower Reporting Limit,,,200.8/200.7,USEPA,ICP-MS/ICP-ES,,,,RPC Fredericton,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Browns Flat,Browns Flat,45.468188,-66.123504,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2020-09-27,00:00:00,,,,,Water Bottle,Thallium,,Acid Soluble,,,Actual,Below Detection/Quantification Limit,0.002,mg/l,Lower Reporting Limit,,,200.8/200.7,USEPA,ICP-MS/ICP-ES,,,,RPC Fredericton,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Browns Flat,Browns Flat,45.468188,-66.123504,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2020-09-27,00:00:00,,,,,Water Bottle,Thallium,,Acid Soluble,,,Actual,Below Detection/Quantification Limit,0.002,mg/L,Lower Reporting Limit,,,200.8/200.7,USEPA,ICP-MS/ICP-ES,,,,RPC Fredericton,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Browns Flat,Browns Flat,45.468188,-66.123504,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2020-09-27,00:00:00,,,,,Water Bottle,Tin,,Acid Soluble,,,Actual,Below Detection/Quantification Limit,0.002,mg/L,Lower Reporting Limit,,,200.8/200.7,USEPA,ICP-MS/ICP-ES,,,,RPC Fredericton,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Browns Flat,Browns Flat,45.468188,-66.123504,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2020-09-27,00:00:00,,,,,Water Bottle,Tin,,Acid Soluble,,,Actual,Below Detection/Quantification Limit,0.002,mg/l,Lower Reporting Limit,,,200.8/200.7,USEPA,ICP-MS/ICP-ES,,,,RPC Fredericton,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Browns Flat,Browns Flat,45.468188,-66.123504,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2020-09-27,00:00:00,,,,,Water Bottle,Total dissolved solids,,Unspecified,11800,mg/L,Calculated,,,,,,,,,Calculated,,,,RPC Fredericton,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Browns Flat,Browns Flat,45.468188,-66.123504,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2020-09-27,00:00:00,,,,,Water Bottle,Total hardness,as CaCO3,Unspecified,2090,mg/L,Calculated,,,,,,,,,Calculated,,,,RPC Fredericton,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Browns Flat,Browns Flat,45.468188,-66.123504,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2020-09-27,00:00:00,,,,,Water Bottle,"Total Phosphorus, mixed forms",as P,Unfiltered,0.018,mg/L,Actual,,,,,,,4500-P E,APHA,"Digestion, Manual Colourimetry",,,,RPC Fredericton,
