DatasetName,MonitoringLocationID,MonitoringLocationName,MonitoringLocationLatitude,MonitoringLocationLongitude,MonitoringLocationHorizontalCoordinateReferenceSystem,MonitoringLocationHorizontalAccuracyMeasure,MonitoringLocationHorizontalAccuracyUnit,MonitoringLocationVerticalMeasure,MonitoringLocationVerticalUnit,MonitoringLocationType,ActivityType,ActivityMediaName,ActivityStartDate,ActivityStartTime,ActivityEndDate,ActivityEndTime,ActivityDepthHeightMeasure,ActivityDepthHeightUnit,SampleCollectionEquipmentName,CharacteristicName,MethodSpeciation,ResultSampleFraction,ResultValue,ResultUnit,ResultValueType,ResultDetectionCondition,ResultDetectionQuantitationLimitMeasure,ResultDetectionQuantitationLimitUnit,ResultDetectionQuantitationLimitType,ResultStatusID,ResultComment,ResultAnalyticalMethodID,ResultAnalyticalMethodContext,ResultAnalyticalMethodName,AnalysisStartDate,AnalysisStartTime,AnalysisStartTimeZone,LaboratoryName,LaboratorySampleID
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Little River,Little River,45.27232,-66.022212,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2021-07-09,07:40:00,,,,,Water Bottle,Uranium,,Acid Soluble,0.0002,mg/L,Actual,,,,,,,200.8/200.7,USEPA,ICP-MS/ICP-ES,,,,RPC Fredericton,387725-04
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Little River,Little River,45.27232,-66.022212,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2021-07-09,07:40:00,,,,,Water Bottle,Vanadium,,Acid Soluble,0.095,mg/L,Actual,,,,,,,200.8/200.7,USEPA,ICP-MS/ICP-ES,,,,RPC Fredericton,387725-04
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Little River,Little River,45.27232,-66.022212,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2021-07-09,07:40:00,,,,,Water Bottle,Zinc,,Acid Soluble,0.017,mg/L,Actual,,,,,,,200.8/200.7,USEPA,ICP-MS/ICP-ES,,,,RPC Fredericton,387725-04
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Marsh Creek 2,Marsh Creek 2,45.28194,-66.048914,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2021-07-09,07:55:00,,,,,Water Bottle,"Alkalinity, total",as CaCO3,Dissolved,88,mg/L,Actual,,,,,,,310.2,USEPA,Methyl Orange Colourimetry,,,,RPC Fredericton,387725-03
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Marsh Creek 2,Marsh Creek 2,45.28194,-66.048914,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2021-07-09,07:55:00,,,,,Water Bottle,Aluminum,,Acid Soluble,0.414,mg/L,Actual,,,,,,,200.8/200.7,USEPA,ICP-MS/ICP-ES,,,,RPC Fredericton,387725-03
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Marsh Creek 2,Marsh Creek 2,45.28194,-66.048914,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2021-07-09,07:55:00,,,,,Water Bottle,Ammonia,as N,Unfiltered,0.15,mg/L,Actual,,,,,,,4500-NH3 G,APHA,"""Phenate"" Colourimetry",,,,RPC Fredericton,387725-03
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Marsh Creek 2,Marsh Creek 2,45.28194,-66.048914,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2021-07-09,07:55:00,,,,,Water Bottle,Ammonia,as N,Unfiltered,0.002,mg/L,Calculated,,,,,,,,,Calculated,,,,RPC Fredericton,387725-03
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Marsh Creek 2,Marsh Creek 2,45.28194,-66.048914,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2021-07-09,07:55:00,,,,,Water Bottle,Antimony,,Acid Soluble,0.0003,mg/L,Actual,,,,,,,200.8/200.7,USEPA,ICP-MS/ICP-ES,,,,RPC Fredericton,387725-03
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Marsh Creek 2,Marsh Creek 2,45.28194,-66.048914,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2021-07-09,07:55:00,,,,,Water Bottle,Arsenic,,Acid Soluble,,,Actual,Below Detection/Quantification Limit,0.001,mg/L,Reporting Limit,,,200.8/200.7,USEPA,ICP-MS/ICP-ES,,,,RPC Fredericton,387725-03
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Marsh Creek 2,Marsh Creek 2,45.28194,-66.048914,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2021-07-09,07:55:00,,,,,Water Bottle,Arsenic,,Acid Soluble,,,Actual,Below Detection/Quantification Limit,0.001,mg/l,Reporting Limit,,,200.8/200.7,USEPA,ICP-MS/ICP-ES,,,,RPC Fredericton,387725-03
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Marsh Creek 2,Marsh Creek 2,45.28194,-66.048914,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2021-07-09,07:55:00,,,,,Water Bottle,Barium,,Acid Soluble,0.026,mg/L,Actual,,,,,,,200.8/200.7,USEPA,ICP-MS/ICP-ES,,,,RPC Fredericton,387725-03
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Marsh Creek 2,Marsh Creek 2,45.28194,-66.048914,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2021-07-09,07:55:00,,,,,Water Bottle,Beryllium,,Acid Soluble,,,Actual,Below Detection/Quantification Limit,0.0001,mg/L,Reporting Limit,,,200.8/200.7,USEPA,ICP-MS/ICP-ES,,,,RPC Fredericton,387725-03
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Marsh Creek 2,Marsh Creek 2,45.28194,-66.048914,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2021-07-09,07:55:00,,,,,Water Bottle,Beryllium,,Acid Soluble,,,Actual,Below Detection/Quantification Limit,0.0001,mg/l,Reporting Limit,,,200.8/200.7,USEPA,ICP-MS/ICP-ES,,,,RPC Fredericton,387725-03
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Marsh Creek 2,Marsh Creek 2,45.28194,-66.048914,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2021-07-09,07:55:00,,,,,Water Bottle,Bicarbonate,as CaCO3,Unspecified,87.7,mg/L,Calculated,,,,,,,,,Calculated,,,,RPC Fredericton,387725-03
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Marsh Creek 2,Marsh Creek 2,45.28194,-66.048914,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2021-07-09,07:55:00,,,,,Water Bottle,Bismuth,,Acid Soluble,,,Actual,Below Detection/Quantification Limit,0.001,mg/L,Reporting Limit,,,200.8/200.7,USEPA,ICP-MS/ICP-ES,,,,RPC Fredericton,387725-03
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Marsh Creek 2,Marsh Creek 2,45.28194,-66.048914,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2021-07-09,07:55:00,,,,,Water Bottle,Bismuth,,Acid Soluble,,,Actual,Below Detection/Quantification Limit,0.001,mg/l,Reporting Limit,,,200.8/200.7,USEPA,ICP-MS/ICP-ES,,,,RPC Fredericton,387725-03
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Marsh Creek 2,Marsh Creek 2,45.28194,-66.048914,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2021-07-09,07:55:00,,,,,Water Bottle,Boron,,Acid Soluble,0.097,mg/L,Actual,,,,,,,200.8/200.7,USEPA,ICP-MS/ICP-ES,,,,RPC Fredericton,387725-03
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Marsh Creek 2,Marsh Creek 2,45.28194,-66.048914,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2021-07-09,07:55:00,,,,,Water Bottle,Bromine,,Acid Soluble,1.12,mg/L,Actual,,,,,,,200.8/200.7,USEPA,ICP-MS/ICP-ES,,,,RPC Fredericton,387725-03
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Marsh Creek 2,Marsh Creek 2,45.28194,-66.048914,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2021-07-09,07:55:00,,,,,Water Bottle,Cadmium,,Acid Soluble,0.00004,mg/L,Actual,,,,,,,200.8/200.7,USEPA,ICP-MS/ICP-ES,,,,RPC Fredericton,387725-03
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Marsh Creek 2,Marsh Creek 2,45.28194,-66.048914,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2021-07-09,07:55:00,,,,,Water Bottle,Calcium,,Acid Soluble,37.7,mg/L,Actual,,,,,,,200.8/200.7,USEPA,ICP-MS/ICP-ES,,,,RPC Fredericton,387725-03
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Marsh Creek 2,Marsh Creek 2,45.28194,-66.048914,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2021-07-09,07:55:00,,,,,Water Bottle,Carbonate,as CaCO3,Unfiltered,0.328,mg/L,Calculated,,,,,,,,,Calculated,,,,RPC Fredericton,387725-03
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Marsh Creek 2,Marsh Creek 2,45.28194,-66.048914,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2021-07-09,07:55:00,,,,,Water Bottle,Chloride,,Dissolved,347,mg/L,Actual,,,,,,,4500-CL E,APHA,Ferricyanide Colourimetry,,,,RPC Fredericton,387725-03
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Marsh Creek 2,Marsh Creek 2,45.28194,-66.048914,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2021-07-09,07:55:00,,,,,Water Bottle,Chromium,,Acid Soluble,,,Actual,Below Detection/Quantification Limit,0.001,mg/L,Reporting Limit,,,200.8/200.7,USEPA,ICP-MS/ICP-ES,,,,RPC Fredericton,387725-03
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Marsh Creek 2,Marsh Creek 2,45.28194,-66.048914,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2021-07-09,07:55:00,,,,,Water Bottle,Chromium,,Acid Soluble,,,Actual,Below Detection/Quantification Limit,0.001,mg/l,Reporting Limit,,,200.8/200.7,USEPA,ICP-MS/ICP-ES,,,,RPC Fredericton,387725-03
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Marsh Creek 2,Marsh Creek 2,45.28194,-66.048914,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2021-07-09,07:55:00,,,,,Water Bottle,Cobalt,,Acid Soluble,0.0005,mg/L,Actual,,,,,,,200.8/200.7,USEPA,ICP-MS/ICP-ES,,,,RPC Fredericton,387725-03
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Marsh Creek 2,Marsh Creek 2,45.28194,-66.048914,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2021-07-09,07:55:00,,,,,Water Bottle,Conductivity,,Unspecified,1370,uS/cm,Actual,,,,,,,2510 B,APHA,"Conductivity Meter, Pt Electrode",,,,RPC Fredericton,387725-03
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Marsh Creek 2,Marsh Creek 2,45.28194,-66.048914,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2021-07-09,07:55:00,,,,,Water Bottle,Copper,,Acid Soluble,0.005,mg/L,Actual,,,,,,,200.8/200.7,USEPA,ICP-MS/ICP-ES,,,,RPC Fredericton,387725-03
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Marsh Creek 2,Marsh Creek 2,45.28194,-66.048914,WGS84,,,,,Estuary,Field Msr/Obs,Surface Water,2021-07-09,07:55:00,,,,,Probe/Sensor,Dissolved oxygen (DO),,,6.15,mg/L,Actual,,,,,,,,,,,,,,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Marsh Creek 2,Marsh Creek 2,45.28194,-66.048914,WGS84,,,,,Estuary,Field Msr/Obs,Surface Water,2021-07-09,07:55:00,,,,,Probe/Sensor,Dissolved oxygen saturation,,,64.2,%,Actual,,,,,,,,,,,,,,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Marsh Creek 2,Marsh Creek 2,45.28194,-66.048914,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2021-07-09,07:55:00,,,,,Water Bottle,Fluoride,,Dissolved,0.23,mg/L,Actual,,,,,,,4500-F- D,APHA,SPADNS Colourimetry,,,,RPC Fredericton,387725-03
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Marsh Creek 2,Marsh Creek 2,45.28194,-66.048914,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2021-07-09,07:55:00,,,,,Water Bottle,Inorganic nitrogen (nitrate and nitrite),as N,Unfiltered,0.4,mg/L,Actual,,,,,,,4500-NO3 H,APHA,"Hydrazine Red., Derivitization, Colourimetry",,,,RPC Fredericton,387725-03
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Marsh Creek 2,Marsh Creek 2,45.28194,-66.048914,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2021-07-09,07:55:00,,,,,Water Bottle,Iron,,Acid Soluble,1.42,mg/L,Actual,,,,,,,200.8/200.7,USEPA,ICP-MS/ICP-ES,,,,RPC Fredericton,387725-03
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Marsh Creek 2,Marsh Creek 2,45.28194,-66.048914,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2021-07-09,07:55:00,,,,,Water Bottle,Kjeldahl nitrogen,as N,Unfiltered,0.5,mg/L,Actual,,,,,,,4500-NORG,APHA,"Digestion, phenate colorimetry",,,,RPC Fredericton,387725-03
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Marsh Creek 2,Marsh Creek 2,45.28194,-66.048914,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2021-07-09,07:55:00,,,,,Water Bottle,Lead,,Acid Soluble,0.0034,mg/L,Actual,,,,,,,200.8/200.7,USEPA,ICP-MS/ICP-ES,,,,RPC Fredericton,387725-03
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Marsh Creek 2,Marsh Creek 2,45.28194,-66.048914,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2021-07-09,07:55:00,,,,,Water Bottle,Lithium,,Acid Soluble,0.0052,mg/L,Actual,,,,,,,200.8/200.7,USEPA,ICP-MS/ICP-ES,,,,RPC Fredericton,387725-03
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Marsh Creek 2,Marsh Creek 2,45.28194,-66.048914,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2021-07-09,07:55:00,,,,,Water Bottle,Magnesium,,Acid Soluble,24.3,mg/L,Actual,,,,,,,200.8/200.7,USEPA,ICP-MS/ICP-ES,,,,RPC Fredericton,387725-03
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Marsh Creek 2,Marsh Creek 2,45.28194,-66.048914,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2021-07-09,07:55:00,,,,,Water Bottle,Manganese,,Acid Soluble,0.155,mg/L,Actual,,,,,,,200.8/200.7,USEPA,ICP-MS/ICP-ES,,,,RPC Fredericton,387725-03
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Marsh Creek 2,Marsh Creek 2,45.28194,-66.048914,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2021-07-09,07:55:00,,,,,Water Bottle,Molybdenum,,Acid Soluble,0.0009,mg/L,Actual,,,,,,,200.8/200.7,USEPA,ICP-MS/ICP-ES,,,,RPC Fredericton,387725-03
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Marsh Creek 2,Marsh Creek 2,45.28194,-66.048914,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2021-07-09,07:55:00,,,,,Water Bottle,Nickel,,Acid Soluble,,,Actual,Below Detection/Quantification Limit,0.001,mg/l,Reporting Limit,,,200.8/200.7,USEPA,ICP-MS/ICP-ES,,,,RPC Fredericton,387725-03
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Marsh Creek 2,Marsh Creek 2,45.28194,-66.048914,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2021-07-09,07:55:00,,,,,Water Bottle,Nickel,,Acid Soluble,,,Actual,Below Detection/Quantification Limit,0.001,mg/L,Reporting Limit,,,200.8/200.7,USEPA,ICP-MS/ICP-ES,,,,RPC Fredericton,387725-03
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Marsh Creek 2,Marsh Creek 2,45.28194,-66.048914,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2021-07-09,07:55:00,,,,,Water Bottle,Nitrate,as N,Unfiltered,0.4,mg/L,Calculated,,,,,,,,,Calculated,,,,RPC Fredericton,387725-03
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Marsh Creek 2,Marsh Creek 2,45.28194,-66.048914,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2021-07-09,07:55:00,,,,,Water Bottle,Nitrite,as N,Unfiltered,,,Actual,Below Detection/Quantification Limit,0.05,mg/L,Reporting Limit,,,4500-NO2- B,APHA,Ferrous ammonium sulfate Colourimetry,,,,RPC Fredericton,387725-03
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Marsh Creek 2,Marsh Creek 2,45.28194,-66.048914,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2021-07-09,07:55:00,,,,,Water Bottle,Nitrite,as N,Unfiltered,,,Actual,Below Detection/Quantification Limit,0.05,mg/l,Reporting Limit,,,4500-NO2- B,APHA,Ferrous ammonium sulfate Colourimetry,,,,RPC Fredericton,387725-03
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Marsh Creek 2,Marsh Creek 2,45.28194,-66.048914,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2021-07-09,07:55:00,,,,,Water Bottle,Organic carbon,,Total,5.8,mg/L,Actual,,,,,,,5310 C,APHA,"UV-Persulfate Digestion, NDIR Detection",,,,RPC Fredericton,387725-03
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Marsh Creek 2,Marsh Creek 2,45.28194,-66.048914,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2021-07-09,07:55:00,,,,,Water Bottle,pH,,Unspecified,7.6,None,Actual,,,,,,,4500-H+ B,APHA,pH Electrode - Electrometric,,,,RPC Fredericton,387725-03
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Marsh Creek 2,Marsh Creek 2,45.28194,-66.048914,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2021-07-09,07:55:00,,,,,Water Bottle,Potassium,,Acid Soluble,8.27,mg/L,Actual,,,,,,,200.8/200.7,USEPA,ICP-MS/ICP-ES,,,,RPC Fredericton,387725-03
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Marsh Creek 2,Marsh Creek 2,45.28194,-66.048914,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2021-07-09,07:55:00,,,,,Water Bottle,Rubidium,,Acid Soluble,0.0048,mg/L,Actual,,,,,,,200.8/200.7,USEPA,ICP-MS/ICP-ES,,,,RPC Fredericton,387725-03
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Marsh Creek 2,Marsh Creek 2,45.28194,-66.048914,WGS84,,,,,Estuary,Field Msr/Obs,Surface Water,2021-07-09,07:55:00,,,,,Probe/Sensor,Salinity,,,0.66,ppt,Actual,,,,,,,,,,,,,,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Marsh Creek 2,Marsh Creek 2,45.28194,-66.048914,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2021-07-09,07:55:00,,,,,Water Bottle,Selenium,,Acid Soluble,,,Actual,Below Detection/Quantification Limit,0.001,mg/l,Reporting Limit,,,200.8/200.7,USEPA,ICP-MS/ICP-ES,,,,RPC Fredericton,387725-03
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Marsh Creek 2,Marsh Creek 2,45.28194,-66.048914,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2021-07-09,07:55:00,,,,,Water Bottle,Selenium,,Acid Soluble,,,Actual,Below Detection/Quantification Limit,0.001,mg/L,Reporting Limit,,,200.8/200.7,USEPA,ICP-MS/ICP-ES,,,,RPC Fredericton,387725-03
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Marsh Creek 2,Marsh Creek 2,45.28194,-66.048914,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2021-07-09,07:55:00,,,,,Water Bottle,Silver,,Acid Soluble,,,Actual,Below Detection/Quantification Limit,0.0001,mg/L,Reporting Limit,,,200.8/200.7,USEPA,ICP-MS/ICP-ES,,,,RPC Fredericton,387725-03
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Marsh Creek 2,Marsh Creek 2,45.28194,-66.048914,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2021-07-09,07:55:00,,,,,Water Bottle,Silver,,Acid Soluble,,,Actual,Below Detection/Quantification Limit,0.0001,mg/l,Reporting Limit,,,200.8/200.7,USEPA,ICP-MS/ICP-ES,,,,RPC Fredericton,387725-03
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Marsh Creek 2,Marsh Creek 2,45.28194,-66.048914,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2021-07-09,07:55:00,,,,,Water Bottle,Sodium,,Acid Soluble,201,mg/L,Actual,,,,,,,200.8/200.7,USEPA,ICP-MS/ICP-ES,,,,RPC Fredericton,387725-03
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Marsh Creek 2,Marsh Creek 2,45.28194,-66.048914,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2021-07-09,07:55:00,,,,,Water Bottle,Strontium,,Acid Soluble,0.187,mg/L,Actual,,,,,,,200.8/200.7,USEPA,ICP-MS/ICP-ES,,,,RPC Fredericton,387725-03
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Marsh Creek 2,Marsh Creek 2,45.28194,-66.048914,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2021-07-09,07:55:00,,,,,Water Bottle,Sulfate,as SO4,Dissolved,52,mg/L,Actual,,,,,,,4500-SO4 E,APHA,Turbidimetry,,,,RPC Fredericton,387725-03
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Marsh Creek 2,Marsh Creek 2,45.28194,-66.048914,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2021-07-09,07:55:00,,,,,Water Bottle,Tellurium,,Acid Soluble,,,Actual,Below Detection/Quantification Limit,0.0001,mg/L,Reporting Limit,,,200.8/200.7,USEPA,ICP-MS/ICP-ES,,,,RPC Fredericton,387725-03
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Marsh Creek 2,Marsh Creek 2,45.28194,-66.048914,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2021-07-09,07:55:00,,,,,Water Bottle,Tellurium,,Acid Soluble,,,Actual,Below Detection/Quantification Limit,0.0001,mg/l,Reporting Limit,,,200.8/200.7,USEPA,ICP-MS/ICP-ES,,,,RPC Fredericton,387725-03
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Marsh Creek 2,Marsh Creek 2,45.28194,-66.048914,WGS84,,,,,Estuary,Field Msr/Obs,Surface Water,2021-07-09,07:55:00,,,,,Probe/Sensor,"Temperature, water",,,17.6,deg C,Actual,,,,,,,,,,,,,,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Marsh Creek 2,Marsh Creek 2,45.28194,-66.048914,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2021-07-09,07:55:00,,,,,Water Bottle,Thallium,,Acid Soluble,,,Actual,Below Detection/Quantification Limit,0.0001,mg/L,Reporting Limit,,,200.8/200.7,USEPA,ICP-MS/ICP-ES,,,,RPC Fredericton,387725-03
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Marsh Creek 2,Marsh Creek 2,45.28194,-66.048914,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2021-07-09,07:55:00,,,,,Water Bottle,Thallium,,Acid Soluble,,,Actual,Below Detection/Quantification Limit,0.0001,mg/l,Reporting Limit,,,200.8/200.7,USEPA,ICP-MS/ICP-ES,,,,RPC Fredericton,387725-03
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Marsh Creek 2,Marsh Creek 2,45.28194,-66.048914,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2021-07-09,07:55:00,,,,,Water Bottle,Tin,,Acid Soluble,,,Actual,Below Detection/Quantification Limit,0.0001,mg/l,Reporting Limit,,,200.8/200.7,USEPA,ICP-MS/ICP-ES,,,,RPC Fredericton,387725-03
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Marsh Creek 2,Marsh Creek 2,45.28194,-66.048914,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2021-07-09,07:55:00,,,,,Water Bottle,Tin,,Acid Soluble,,,Actual,Below Detection/Quantification Limit,0.0001,mg/L,Reporting Limit,,,200.8/200.7,USEPA,ICP-MS/ICP-ES,,,,RPC Fredericton,387725-03
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Marsh Creek 2,Marsh Creek 2,45.28194,-66.048914,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2021-07-09,07:55:00,,,,,Water Bottle,Total dissolved solids,,Unspecified,734,mg/L,Calculated,,,,,,,,,Calculated,,,,RPC Fredericton,387725-03
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Marsh Creek 2,Marsh Creek 2,45.28194,-66.048914,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2021-07-09,07:55:00,,,,,Water Bottle,Total hardness,as CaCO3,Unspecified,194,mg/L,Calculated,,,,,,,,,Calculated,,,,RPC Fredericton,387725-03
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Marsh Creek 2,Marsh Creek 2,45.28194,-66.048914,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2021-07-09,07:55:00,,,,,Water Bottle,"Total Phosphorus, mixed forms",as P,Unfiltered,0.102,mg/L,Actual,,,,,,,4500-P E,APHA,"Digestion, Manual Colourimetry",,,,RPC Fredericton,387725-03
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Marsh Creek 2,Marsh Creek 2,45.28194,-66.048914,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2021-07-09,07:55:00,,,,,Water Bottle,True color,,Dissolved,27,TCU,Actual,,,,,,,"2020 Color (A,C)",APHA,Single Wavelength Spectrophotometry,,,,RPC Fredericton,387725-03
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Marsh Creek 2,Marsh Creek 2,45.28194,-66.048914,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2021-07-09,07:55:00,,,,,Water Bottle,Turbidity,,,11.7,NTU,Actual,,,,,,,2130 B,APHA,Nephelometry,,,,RPC Fredericton,387725-03
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Marsh Creek 2,Marsh Creek 2,45.28194,-66.048914,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2021-07-09,07:55:00,,,,,Water Bottle,Uranium,,Acid Soluble,0.001,mg/L,Actual,,,,,,,200.8/200.7,USEPA,ICP-MS/ICP-ES,,,,RPC Fredericton,387725-03
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Marsh Creek 2,Marsh Creek 2,45.28194,-66.048914,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2021-07-09,07:55:00,,,,,Water Bottle,Vanadium,,Acid Soluble,0.002,mg/L,Actual,,,,,,,200.8/200.7,USEPA,ICP-MS/ICP-ES,,,,RPC Fredericton,387725-03
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Marsh Creek 2,Marsh Creek 2,45.28194,-66.048914,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2021-07-09,07:55:00,,,,,Water Bottle,Zinc,,Acid Soluble,0.02,mg/L,Actual,,,,,,,200.8/200.7,USEPA,ICP-MS/ICP-ES,,,,RPC Fredericton,387725-03
